id,legalName,RoadNameAddress,AdministrativeNeighborhood
1614,대한포차,전북 군산시 동수송3길 20,수송동
1615,금강호민물장어,전북 군산시 월명로 405-1,흥남동
1616,에이비씨커피,전북 군산시 조촌4길 13,조촌동
1617,감동샤브,전북 군산시 구영7길 64,월명동
1618,와플칸,전북 군산시 궁포1로 24-3,조촌동
1619,커피면회소,전북 군산시 상지곡3길 20,수송동
1620,봄봄수산,전북 군산시 해망로 332,해신동
1621,가락동리어카포차,전북 군산시 동수송8길 23,수송동
1622,팔공티,전북 군산시 수송로 205,수송동
1623,커피902,전북 군산시 미장14길 33,수송동
1624,이디야커피,전북 군산시 대학로 316,나운1동
1625,와줘서고마워,전북 군산시 중앙로 196,월명동
1626,양과점1925,전북 군산시 구영5길 105,월명동
1627,낙원정갈비,전북 군산시 공항로 38,소룡동
1628,창신호횟집,전북 군산시 옥도면 어청도길 43-2,옥도면
1629,만수동호떡,전북 군산시 하나운안2길 6-3,나운1동
1630,1,전북 군산시 의료원로 104,수송동
1631,오늘경양식,전북 군산시 동수송안길 55,수송동
1632,스타벅스,전북 군산시 하나운안2길 4,나운1동
1633,줌인면사무소,전북 군산시 문화1길 87,신풍동
1634,더갈비,전북 군산시 조촌로 163,조촌동
1635,차이나반점,전북 군산시 성산면 동군산로 75,성산면
1636,플랜아이스터디카페,전북 군산시 백토로 142,나운2동
1637,청산횟집,전북 군산시 남수송5길 8-8,수송동
1638,비당국수,전북 군산시 팔마로 54,신풍동
1639,산전수전,전북 군산시 수송안7길 26,수송동
1640,아빠닭발엄마불고기,전북 군산시 구영6길 96,월명동
1641,발리볼,전북 군산시 공단대로 460,나운1동
1642,곱통령,전북 군산시 거석길 5-4,월명동
1643,퀸,전북 군산시 서흥1길 3,신풍동
1644,함지박치즈등갈비,전북 군산시 산북로 89-13,미성동
1645,치킨의민족,전북 군산시 칠성로 156,미성동
1646,골목,전북 군산시 동수송5길 11,수송동
1647,큰들카페,전북 군산시 대야면 번영로 943,대야면
1648,남양회관,전북 군산시 가도로 10,소룡동
1649,김가네,전북 군산시 외항로 325,미성동
1650,커피면회소,전북 군산시 수송로 192,수송동
1651,진수곱창,전북 군산시 동수송2길 26,수송동
1652,홍짜장,전북 군산시 조촌로 36,조촌동
1653,우리밥상,전북 군산시 백릉로 76,조촌동
1654,촌댁,전북 군산시 동수송2길 21,수송동
1655,제일수산,전북 군산시 하나운안1길 29-3,나운1동
1656,진성수산,전북 군산시 해망로 504,소룡동
1657,세월촌,전북 군산시 동수송8길 8,수송동
1658,로즈가든,전북 군산시 축동안3길 20,수송동
1659,소담소담,전북 군산시 백토로 284-7,나운3동
1660,79대포군산미장파인빌점,전북 군산시 미장안길 50-13,수송동
1661,양파전,전북 군산시 미원로 85,삼학동
1662,쥬씨,전북 군산시 축동안3길 34-1,수송동
1663,새벽회,전북 군산시 신설1길 6,나운1동
1664,대신수산,전북 군산시 대명2길 11,흥남동
1665,미미식당,전북 군산시 가도로 209,소룡동
1666,모던한식당,전북 군산시 미원로 25,삼학동
1667,자매식당,전북 군산시 회현면 회현로 180-1,회현면
1668,방자전,전북 군산시 동수송7길 21,수송동
1669,두리식당,전북 군산시 미원안길 8,흥남동
1670,이사부중화요리전문점,전북 군산시 월명로 389,흥남동
1671,계업식,전북 군산시 거석길 5-4,월명동
1672,맥주특별시,전북 군산시 칠성로 200,소룡동
1673,바우네나주곰탕,전북 군산시 신지길 66,수송동
1674,사계절곱창,전북 군산시 칠성안2길 37,미성동
1675,요쿠야마치,전북 군산시 구영3길 49,월명동
1676,미락식당,전북 군산시 문화로 141,수송동
1677,오리,전북 군산시 조촌4길 47,조촌동
1678,지베이커리,전북 군산시 문화로 48,수송동
1679,비허밍스터디카페,전북 군산시 수송로 253,수송동
1680,카페,전북 군산시 황룡로 27,나운3동
1681,아구와닭,전북 군산시 의료원로 80-7,수송동
1682,분식점,전북 군산시 하나운안2길 6-3,나운1동
1683,경양식돈까스,전북 군산시 서흥2길 75,흥남동
1684,마노아,전북 군산시 문화1길 39-3,신풍동
1685,"은,키친",전북 군산시 월명로 307,FALSE
1686,153호떡,전북 군산시 동아로 145-1,미성동
1687,서동족발,전북 군산시 옥구읍 예기길 4,옥구읍
1688,명가람갈비,전북 군산시 조촌2길 46,조촌동
1689,글램리쥬,전북 군산시 구영5길 101,월명동
1690,양평해장국,전북 군산시 하나운로 70,나운2동
1691,은지네분식,전북 군산시 칠성안2길 2,미성동
1692,삼대감자탕.부대찌개,전북 군산시 공단대로 368,나운2동
1693,탕화쿵푸마라탕,전북 군산시 수송로 215,수송동
1694,본빠네,전북 군산시 백토로 113,나운2동
1695,머지랩,전북 군산시 구영6길 107,월명동
1696,갈비애드림,전북 군산시 동수송3길 21,수송동
1697,자갈촌,전북 군산시 신설로 9,나운1동
1698,웰빙쌈밥,전북 군산시 번영로 57,조촌동
1699,골목길가든,전북 군산시 소룡안1길 16,소룡동
1700,참별미누룽지,전북 군산시 부곡1길 39,나운3동
1701,공사장,전북 군산시 동수송7길 24,수송동
1702,불타는청춘,전북 군산시 수송로 14-1,나운1동
1703,대박집,전북 군산시 가도로 181,소룡동
1704,퓨전포차알콜충전소,전북 군산시 진포로 213,경암동
1705,군산J커피,전북 군산시 동신영길 56,중앙동
1706,술잔비어,전북 군산시 황룡로 73,나운3동
1707,바바,전북 군산시 소룡안2길 36,소룡동
1708,한마당,전북 군산시 서수송안1길 19-4,나운2동
1709,응응스크르군산은파,전북 군산시 의료원로 131,나운3동
1710,꼬꼬야오븐구이닭,전북 군산시 하나운3길 12,나운1동
1711,고기에마음을담다,전북 군산시 궁포3로 7,조촌동
1712,진내장전골볶음,전북 군산시 조촌4길 31,조촌동
1713,다복한밥상,전북 군산시 옥서면 옥봉들3길 1,옥서면
1714,홍베이팡,전북 군산시 의료원로 138,나운3동
1715,정이가,전북 군산시 조촌4길 36,조촌동
1716,평화수산,전북 군산시 옥도면 선유남길 38,옥도면
1717,요리조리,전북 군산시 미룡로 11,나운3동
1718,프린스제과,전북 군산시 공항로 62,소룡동
1719,디라이트,전북 군산시 동수송4길 3,수송동
1720,데일리,전북 군산시 미장남로 111-7,수송동
1721,호원대북경,전북 군산시 임피면 호원대3길 51,임피면
1722,경아두마리치킨,전북 군산시 하나운로 43,나운2동
1723,채선당,전북 군산시 조촌로 130,조촌동
1724,짬뽕명가,전북 군산시 새만금북로 362,소룡동
1725,강식당,전북 군산시 계산2길 90,수송동
1726,굽네치킨,전북 군산시 번영로 86,조촌동
1727,집밥이그리울때,전북 군산시 부곡2길 10,나운3동
1728,황금족발,전북 군산시 수송안11길 17,수송동
1729,용우동,전북 군산시 궁포3로 14,조촌동
1730,한라맥주,전북 군산시 동수송7길 9,수송동
1731,촌댁맥주,전북 군산시 상지곡3길 52,수송동
1732,골목가맥,전북 군산시 소룡안1길 33,미성동
1733,부흥부페식당,전북 군산시 양촌1길 38,조촌동
1734,회테이크아웃,전북 군산시 미장서로 2,수송동
1735,이쉐프수제돈가스,전북 군산시 칠성안2길 37,미성동
1736,술집이다,전북 군산시 동수송6길 10,수송동
1737,BBQ치킨,전북 군산시 월명로 215,수송동
1738,맥주특별시,전북 군산시 내정로 27,구암동
1739,파파부대찌개,전북 군산시 양안로 123,조촌동
1740,야인호프,전북 군산시 하신2길 17-1,나운1동
1741,해와달연탄구이,전북 군산시 양안로 97,조촌동
1742,푸라닭,전북 군산시 나운로 56,나운1동
1743,깐깐한족발,전북 군산시 동수송6길 7,수송동
1744,블루포트호원대학교점,전북 군산시 임피면 호원대3길 64,임피면
1745,미사리밀빛초계국수,전북 군산시 동수송9길 3,수송동
1746,꽈배기아저씨,전북 군산시 백토로 117,나운2동
1747,BBQ치킨,전북 군산시 서수송2길 23,나운2동
1748,영화정,전북 군산시 구영6길 24,월명동
1749,쭈갑이,전북 군산시 나운안길 27,나운2동
1750,파티시에르,전북 군산시 팔마로 123,흥남동
1751,풍미식당,전북 군산시 평화길 132,월명동
1752,옐로우씨,전북 군산시 내정로 27,구암동
1753,카페,전북 군산시 칠성5길 32,나운3동
1754,훈민정음,전북 군산시 동수송2길 18,수송동
1755,팩스토리,전북 군산시 축동로 128,흥남동
1756,장수통닭,전북 군산시 백토로 144,나운2동
1757,행복한할머니밥상,전북 군산시 옥산면 옥산로 229,옥산면
1758,한가로이,전북 군산시 강변로 1,중앙동
1759,치킨매니아,전북 군산시 문화로 119,수송동
1760,명태어장,전북 군산시 수송안11길 19,수송동
1761,장수생삼겹,전북 군산시 의료원로 147,나운3동
1762,군산장춘횟집,전북 군산시 내항2길 153,해신동
1763,인생맥주,전북 군산시 궁포3로 13,조촌동
1764,9425,전북 군산시 동수송5길 12,수송동
1765,청년다방,전북 군산시 수송로 286,수송동
1766,군산항갈비탕,전북 군산시 내항1길 15,월명동
1767,만춘원,전북 군산시 백릉안1길 12,조촌동
1768,술이야,전북 군산시 회현면 회현로 175,회현면
1769,메가엠지씨커피군산,전북 군산시 월명로 244,수송동
1770,쉐프의품격,전북 군산시 나운3길 8,나운2동
1771,모밀만두우동,전북 군산시 대명4길 9,중앙동
1772,시골옻닭,전북 군산시 임피면 동군산로 677,임피면
1773,마실호프,전북 군산시 부골2길 49,조촌동
1774,복자식당,전북 군산시 동수송2길 15,수송동
1775,자담치킨,전북 군산시 나운안길 34,나운2동
1776,고방골오리,전북 군산시 현충로 43,나운3동
1777,Itsok,전북 군산시 진포로 41,수송동
1778,포이제,전북 군산시 중앙로 216,해신동
1779,순돌이네통닭집,전북 군산시 나운안길 36,나운2동
1780,온다,전북 군산시 개정면 금강로 470,개정면
1781,BHC치킨,전북 군산시 대명4길 9,중앙동
1782,커피정류장,전북 군산시 계산2길 98,수송동
1783,야화,전북 군산시 소룡안2길 31,소룡동
1784,문화치킨,전북 군산시 문화3길 20,신풍동
1785,건어구이,전북 군산시 내정로 27,구암동
1786,홍대아비꼬,전북 군산시 조촌로 130,조촌동
1787,돌머리집,전북 군산시 옥산면 옥산로 167,옥산면
1788,컨트리맨즈,전북 군산시 조촌로 130,조촌동
1789,키친후가핸디,전북 군산시 조촌로 130,조촌동
1790,마실,전북 군산시 서당길 26,구암동
1791,투썸플레이스,전북 군산시 궁포1로 24-9,조촌동
1792,노크,전북 군산시 백릉2길 11,조촌동
1793,족발명가,전북 군산시 미제1길 7,나운3동
1794,내고향시푸드도시락,전북 군산시 개정면 금강로 470,개정면
1795,맘스브레드,전북 군산시 조촌로 130,조촌동
1796,소룡동까페소곤소곤,전북 군산시 소룡길 33,소룡동
1797,루엔타이,전북 군산시 조촌로 130,조촌동
1798,싸다구맥통,전북 군산시 미장10길 12,수송동
1799,엠씨엘,전북 군산시 검다메1길 30,조촌동
1800,5000냥칼국수,전북 군산시 문화1길 28,신풍동
1801,박효신닭꼬치&호두과자,전북 군산시 옥도면 장자도1길 62,옥도면
1802,깻잎두마리치킨,전북 군산시 남수송5길 50,수송동
1803,두끼,전북 군산시 조촌로 130,조촌동
1804,홍대코코로롯데몰,전북 군산시 조촌로 130,조촌동
1805,진미양꼬치,전북 군산시 수송로 22-1,나운1동
1806,산타로사,전북 군산시 조촌로 130,조촌동
1807,로또포차,전북 군산시 비응남로 111,소룡동
1808,고래면옥,전북 군산시 조촌로 130,조촌동
1809,순이유통,전북 군산시 경촌4길 22,경암동
1810,뜰안에정원,전북 군산시 나포면 십자들로 373,나포면
1811,행복식당,전북 군산시 백릉로 154,조촌동
1812,하제끝집,전북 군산시 옥구읍 어은남2길 17,옥구읍
1813,한줌협동조합,전북 군산시 경암5길 120,경암동
1814,라임슬라임&양궁카페,전북 군산시 수송5길 5,수송동
1815,방자고기,전북 군산시 미장안길 50-1,수송동
1816,도선다방,전북 군산시 군산창길 41,해신동
1817,다이노피크닉,전북 군산시 공단대로 107,수송동
1818,준봉이네수제왕족발&생고기,전북 군산시 요죽2길 12-1,소룡동
1819,모아식당,전북 군산시 외항로 383,미성동
1820,군산일식,전북 군산시 부곡1길 7,나운3동
1821,함흥관,전북 군산시 해망로 550,소룡동
1822,쉴만한물가,전북 군산시 나운로 18,나운1동
1823,마이페이보릿,전북 군산시 구영1길 38,월명동
1824,돼지가바람났네족발,전북 군산시 수송2길 10,수송동
1825,도니스바베큐,전북 군산시 동수송8길 11,수송동
1826,커피나무,전북 군산시 나운로 66,나운1동
1827,신통치킨,전북 군산시 해망로 18,경암동
1828,종로맥가,전북 군산시 미장1길 40,수송동
1829,아메리칸불고기,전북 군산시 옥서면 신장원길 15,옥서면
1830,부자식당,전북 군산시 비응남로 71,소룡동
1831,장수식당,전북 군산시 임해로 378-14,소룡동
1832,맨하탄,전북 군산시 미제길 23,나운3동
1833,대통령짬뽕,전북 군산시 미성로 479,미성동
1834,옥희네칼국수,전북 군산시 미원로 12,신풍동
1835,불스떡볶이,전북 군산시 궁포1로 24-3,조촌동
1836,해변분식,전북 군산시 옥도면 장자도1길 62,옥도면
1837,부산역,전북 군산시 내항1길 59,월명동
1838,역전할머니맥주,전북 군산시 미장9길 1,수송동
1839,신세계푸드이베이커리군산점A,전북 군산시 구암3.1로 137,경암동
1840,또와정육식당,전북 군산시 삼학안1길 21,삼학동
1841,차림,전북 군산시 신금길 18,중앙동
1842,달코미,전북 군산시 신지길 12,수송동
1843,김치이야기,전북 군산시 당북길 5,수송동
1844,청년미각,전북 군산시 신금길 18,중앙동
1845,선,전북 군산시 옥구읍 할미로 163,옥구읍
1846,취하고싶다,전북 군산시 동수송8길 4,수송동
1847,놀이터,전북 군산시 임피면 호원대3길 47,임피면
1848,장자도원횟집,전북 군산시 옥도면 장자도1길 18,옥도면
1849,통큰갈비,전북 군산시 문화로 51,수송동
